client_id,client_name,first_name,last_name,company_name,client_type,email,email_secondary,phone,phone_mobile,fax,address_line1,address_line2,city,state_province,postal_code,country,billing_address,created_on,modified_on,status,notes,credit_limit,payment_terms
CL-0121,Automotive Parts Inc,,,Automotive Parts Inc,,legal@automotivepartsinc.com,,357 805 7330,224.894.8278,,7347 Lincoln Way,,Louisville,KY,49848,UK,,07-30-2020,,Active,,47869.14,15 days
CL-0122,Jennifer Rodriguez,Jennifer,Rodriguez,,individual,,,+1-384-898-6632,,,8406 Park St,,Indianapolis,IN,40069,BR,"8406 Park St, Indianapolis, IN 40069",2019-01-16,,active,,38746.54,COD
CL-0123,Paul Hill,Paul,Hill,,person,paul.hill@example.com,,563-645-5873,,(277) 893-5043,9505 Oak St,,Washington,DC,66002,JP,,01-05-2018,,,,,COD
CL-0124,"Wilson, Ronald",Ronald,Wilson,,,,,1-495-372-7998,407.503.5897,,6207 Main St,,Louisville,KY,29766,Japan,"6207 Main St, Louisville, KY 29766",17 October 2021,,active,,4543.11,
CL-0125,DigitalEdge,,,DigitalEdge,corporation,legal@digitaledge.com,,860.806.6721,+1-514-681-7670,410 307 6954,2229 Park Dr,,San Francisco,CA,78371,Canada,"2229 Park Dr, San Francisco, CA 78371",23/08/19,,inactive,,19322.25,30 days
CL-0126,"Young, Paul",Paul,Young,,individual,paul.young@example.com,,991-319-6767,1-329-892-1497,,2699 Lincoln Ave,,Oklahoma City,OK,41109,USA,"2699 Lincoln Ave, Oklahoma City, OK 41109",10/09/2019,,,,13264.66,30 days
CL-0127,"Parker, James",James,Parker,,,james.parker@example.com,,408 689 3584,000-000-0000,,193 Park Way,,San Francisco,CA,19713,CA,,28/11/20,,active,Legacy client record,,30 days
CL-0128,"Jackson, Jessica",Jessica,Jackson,,person,jessica.jackson@example.com,,1-588-894-8564,1-779-770-9968,,8656 Park Dr,,Chicago,IL,32625,CN,,"September 10, 2022",TBD,Active,,,15 days
CL-0129,Linda Nguyen,Linda,Nguyen,,,linda.nguyen@example.com,,+1 639 264 8234,1-757-336-9595,,8810 Washington St,,San Francisco,CA,93743,Canada,"8810 Washington St, San Francisco, CA 93743",2021/02/26,21-12-2023,active,Legacy client record,7511.82,COD
CL-0130,"Young, Matthew",Matthew,Young,,individual,matthew.young@example.com,,(658) 745-6598,+1-594-997-9161,,4591 Lincoln Blvd,Suite 235,Phoenix,AZ,43916,CA,,08/25/2022,,suspended,,16549.48,30 days
CL-0131,"Miller, Paul",Paul,Miller,,person,,,+1-510-547-1562,324-981-3851,,1498 First Ave,Suite 248,Chicago,IL,46716,India,,28-04-2023,,,,23679.19,Net 30
CL-0132,"Lopez, Jason",Jason,Lopez,,individual,jason.lopez@example.com,,1-324-473-1372,536.839.3254,,9358 Main Dr,Suite 945,Oklahoma City,OK,54221,UK,"9358 Main Dr, Oklahoma City, OK 54221",2023/09/18,01-16-2024,Active,,,30 days
CL-0133,"Smith, John",John,Smith,,individual,john.smith@example.com,,338 963 4141,(949) 536-9971,,4721 Washington Dr,Suite 916,Phoenix,AZ,25843,US,"4721 Washington Dr, Phoenix, AZ 25843",08-21-2022,,active,,,
CL-0134,"Sanchez, Helen",Helen,Sanchez,,,,,706-519-6627,498-898-3747,,7608 Second Dr,,Fort Worth,TX,23129,USA,"7608 Second Dr, Fort Worth, TX 23129",2021/05/19,TBD,suspended,,26317.99,15 days
CL-0135,Sarah Walker,Sarah,Walker,,individual,sarah.walker@example.com,,+1 854 469 8762,+1-660-793-3238,,5584 Oak Blvd,,Austin,TX,66124,CA,,"August 05, 2022",08/07/2023,ACTIVE,Legacy client record,9615.13,Net 30
CL-0136,"Rivera, James",James,Rivera,,person,james.rivera@example.com,,+1 673 637 4117,266-231-8371,,4090 Main Dr,,San Francisco,CA,72485,Japan,,"March 03, 2020",,active,Legacy client record,40332.36,15 days
CL-0137,DataDyne,,,DataDyne,company,legal@datadyne.com,,Unknown,(753) 214-7631,+1-532-215-8164,4947 First Dr,,Portland,OR,86661,US,,2021/01/18,04-19-2023,active,,39943.97,Net 30
CL-0138,"Flores, Kimberly",Kimberly,Flores,,person,kimberly.flores_at_example.com,,577.771.9588,,756-600-9897,217 Oak Dr,Suite 392,Milwaukee,WI,33789,Deutschland,,08/16/20,12/10/24,,,15904.31,15 days
CL-0139,"White, Sandra",Sandra,White,,individual,sandra.white@example.com,,729-838-3909,451 515 8074,,2413 Oak Blvd,Suite 370,Boston,MA,37273,CN,,12-22-2023,,Active,Legacy client record,2473.42,
CL-0140,"Roberts, Jennifer",Jennifer,Roberts,,individual,jennifer.roberts@example.com,,+1 600 389 2166,(746) 256-8582,,1935 Lincoln Dr,,Jacksonville,FL,92292,United Kingdom,"1935 Lincoln Dr, Jacksonville, FL 92292",2021-11-01,05-10-2024,ACTIVE,,7139.93,COD
CL-0141,Brian Green,Brian,Green,,individual,brian.green@example.com,,417 952 1399,,,994 Main Dr,Suite 995,Oklahoma City,OK,62657,USA,,12/06/2021,,ACTIVE,Legacy client record,1845.22,
CL-0142,"Johnson, Linda",Linda,Johnson,,person,linda.johnson@example.com,,+1 835 202 6834,1-335-278-3889,,5557 Park Dr,,San Antonio,TX,94707,Brazil,"5557 Park Dr, San Antonio, TX 94707",2021-06-02,30/09/23,suspended,,21553.68,
CL-0143,"Perez, Robert",Robert,Perez,,person,robert.perez@example.com,,1-875-512-3500,207.602.8257,,6002 Lincoln St,,New York,NY,82403,Canada,,02/10/22,,Active,,,COD
CL-0144,"Reyes, John",John,Reyes,,,john.reyes@example.com,,1-487-345-3998,,,2790 Washington Way,,Fort Worth,TX,98999,FR,"2790 Washington Way, Fort Worth, TX 98999","March 23, 2019",,ACTIVE,,,Net 30
CL-0145,"Miller, Dorothy",Dorothy,Miller,,,dorothy.miller@example.com,,(641) 962-8598,+1 538 326 2340,,2163 First Dr,,Seattle,WA,77992,JP,,28-05-2020,,inactive,,28754.17,15 days
CL-0146,"Morris, Steven",Steven,Morris,,person,steven.morris@example.com,,817.236.8815,515.996.5705,(219) 260-6578,7437 Second Blvd,Suite 981,San Antonio,TX,58729,AU,"7437 Second Blvd, San Antonio, TX 58729",13-06-2022,2024-10-04,inactive,,28855.06,15 days
CL-0147,"Nelson, Betty",Betty,Nelson,,person,betty.nelson_at_example.com,,+1 921 422 2282,,,5705 First St,,Louisville,KY,69616,GB,"5705 First St, Louisville, KY 69616",12/11/2020,07-16-2024,active,,41213.61,
CL-0148,"Miller, Sharon",Sharon,Miller,,,sharon.miller@example.com,,(720) 662-1336,+1-890-521-8849,,1960 Main Way,Suite 232,Portland,OR,57848,BR,,18/08/20,,suspended,Legacy client record,,30 days
CL-0149,Patricia Smith,Patricia,Smith,,,patricia.smith@example.com,,+1 433 950 5554,+1-854-787-1434,,2918 Main Dr,Suite 313,Las Vegas,NV,23429,CN,,2021-07-01,07-05-2023,active,Legacy client record,21806.16,COD
CL-0150,James Morris,James,Morris,,individual,james.morris@example.com,,695.357.2815,,,8110 Main St,Suite 882,Boston,MA,28311,US,"8110 Main St, Boston, MA 28311",15/04/21,12/11/23,inactive,,42095.63,Net 30
CL-0151,TechnoLogic LLC,,,TechnoLogic LLC,corporation,legal@technologicllc.com,,1-583-959-8683,(417) 306-1834,(806) 791-2846,9484 Park Way,,Fort Worth,TX,90187,BR,"9484 Park Way, Fort Worth, TX 90187",2021/11/30,05/04/2024,active,Legacy client record,,
CL-0152,"Allen, Sandra",Sandra,Allen,,,sandra.allen@example.com,,446-740-2116,530.298.5660,,9428 Washington St,Suite 778,Memphis,TN,20730,DE,"9428 Washington St, Memphis, TN 20730",18/03/21,05/13/2024,active,,4799.84,Net 30
CL-0153,"Jones, Jessica",Jessica,Jones,,person,jessica.jones@example.com,,598.342.8559,,(592) 645-8187,5859 Oak Ave,,Jacksonville,FL,92488,France,,29/09/21,,Active,,18830.45,
CL-0154,"Evans, Jeffrey",Jeffrey,Evans,,person,jeffrey.evans@example.com,,429 280 1042,,,3044 Second Dr,,San Diego,CA,58249,IN,"3044 Second Dr, San Diego, CA 58249",10/10/2020,,Active,,,30 days
CL-0155,"Flores, Dorothy",Dorothy,Flores,,,dorothy.flores@example.com,,+1-831-539-6142,+1-747-756-2909,,6902 Park Ave,,Jacksonville,FL,36831,United States,,2021/12/09,,active,,33617.32,30 days
CL-0156,Energy Solutions,,,Energy Solutions,,,,+1-783-975-9196,,+1-543-292-9429,9933 First Way,Suite 311,New York,NY,24052,France,"9933 First Way, New York, NY 24052",00/00/0000,,active,,13640.69,
CL-0157,DataGrid Inc,,,DataGrid Inc,company,legal@datagridinc.com,,1-527-341-4555,,,9870 Main St,,Portland,OR,14848,UK,"9870 Main St, Portland, OR 14848",03/29/20,,,,,15 days
CL-0158,TechSolutions,,,TechSolutions,corporation,legal@techsolutions.com,,+1-424-264-9906,,,6172 Oak St,,Portland,OR,66776,United States,,11 June 2022,2023/08/19,suspended,,35239.29,COD
CL-0159,"Nguyen, Jacob",Jacob,Nguyen,,person,jacob.nguyen@example.com,,+1 923 868 2715,,,6678 Main St,Suite 546,Baltimore,MD,46422,IN,"6678 Main St, Baltimore, MD 46422",14 January 2023,04/16/24,,,4178.11,30 days
CL-0160,"Cruz, Edward",Edward,Cruz,,individual,edward.cruz@example.com,,864 447 2314,+1-846-219-7854,,1028 Washington Way,Suite 671,Albuquerque,NM,83520,JP,"1028 Washington Way, Albuquerque, NM 83520",26/12/2023,06/17/24,ACTIVE,,32653.75,30 days
CL-0161,"Morales, Sharon",Sharon,Morales,,individual,sharon.morales@example.com,,+1-645-653-1050,1-815-322-7507,(819) 724-2823,9403 First Ave,,Los Angeles,CA,34010,Australia,,05/11/20,,active,Legacy client record,32957.8,
CL-0162,"Wilson, Helen",Helen,Wilson,,,helen.wilson@example.com,,1-956-893-8028,,,4357 Main Way,,Las Vegas,NV,83189,USA,,"April 15, 2021","May 04, 2023",active,Legacy client record,,
CL-0163,"Garcia, Karen",Karen,Garcia,,,,,+1 844 810 8914,,,8399 Washington Dr,,Denver,CO,36783,USA,,"May 24, 2020",02/25/23,suspended,,,
CL-0164,Kenneth Campbell,Kenneth,Campbell,,,kenneth.campbell@example.com,,+1 499 251 7812,,,6237 First Blvd,,New York,NY,25145,Canada,,"April 28, 2019",2024-11-19,Active,Legacy client record,,
CL-0165,Mary Johnson,Mary,Johnson,,individual,mary.johnson@example.com,,+1-702-679-5235,1-211-223-9669,,3988 Washington Blvd,,Dallas,TX,57563,China,,2021/12/10,,inactive,,25724.45,
CL-0166,Helen Parker,Helen,Parker,,,helen.parker@example.com,,987.411.4248,,,377 Washington Way,,Albuquerque,NM,42698,JP,,2019-01-01,,ACTIVE,,43461.99,15 days
CL-0167,Industrial Systems Ltd,,,Industrial Systems Ltd,corporation,legal@industrialsystemsltd.com,,915-395-9150,000-000-0000,,2855 Oak Blvd,,El Paso,TX,72567,USA,"2855 Oak Blvd, El Paso, TX 72567",2022/09/23,1900-01-01,,,,
CL-0168,"White, Matthew",Matthew,White,,person,matthew.white@example.com,,+1 231 909 4605,,503.241.8342,6594 Second Ave,,San Diego,CA,75535,CN,,08/15/20,15/12/23,inactive,,,
CL-0169,"Diaz, Jennifer",Jennifer,Diaz,,,jennifer.diaz@example.com,,(512) 743-2187,(406) 885-9722,,783 Park Dr,,Oklahoma City,OK,94277,Deutschland,"783 Park Dr, Oklahoma City, OK 94277",03-17-2023,28 January 2023,Active,Legacy client record,,30 days
CL-0170,Carol Nelson,Carol,Nelson,,person,,,343-520-4912,+1 778 252 8945,,617 Washington Ave,Suite 787,Philadelphia,PA,77164,UK,,30/05/18,"September 23, 2023",Active,,38362.23,30 days
CL-0171,AdvancedSoft Ltd,,,AdvancedSoft Ltd,corporation,legal@advancedsoftltd.com,,311 453 1406,,,9839 First Way,,San Jose,CA,68067,Germany,,2019-04-23,01-23-2024,Active,Legacy client record,6881.34,COD
CL-0172,"Scott, Thomas",Thomas,Scott,,,thomas.scott@example.com,,247 861 5643,,,6724 Second Ave,Suite 321,Baltimore,MD,78680,United Kingdom,"6724 Second Ave, Baltimore, MD 78680",2021/07/19,,Active,,,COD
CL-0173,"Miller, Sharon",Sharon,Miller,,individual,sharon.miller@example.com,,553-562-3218,,,6818 First Dr,Suite 209,Indianapolis,IN,43395,CA,"6818 First Dr, Indianapolis, IN 43395",10 December 2019,TBD,,,41766.44,
CL-0174,"Jones, Dorothy",Dorothy,Jones,,individual,dorothy.jones@example.com,,405-260-7899,,,9483 Main Ave,Suite 499,Seattle,WA,68126,Canada,"9483 Main Ave, Seattle, WA 68126",24-06-2021,"February 09, 2024",ACTIVE,,,30 days
CL-0175,"Johnson, Laura",Laura,Johnson,,individual,laura.johnson@example.com,,+1-548-964-3900,(613) 358-6462,,599 Lincoln Way,,Jacksonville,FL,13961,United States,,"January 16, 2022",12-27-2023,,,,
CL-0176,"Smith, Joseph",Joseph,Smith,,,joseph.smith@example.com,,+1 806 865 3946,(552) 552-5377,,7705 First Way,,San Jose,CA,58037,India,,04/25/19,24 July 2023,suspended,Legacy client record,18477.29,
CL-0177,SystemFlow Corp,,,SystemFlow Corp,,legal@systemflowcorp.com,,280 449 7296,,,8506 Second Way,Suite 494,Detroit,MI,68624,Germany,,20-07-2020,07/11/2024,inactive,,,Net 30
CL-0178,GlobalTech,,,GlobalTech,,legal@globaltech.com,,(202) 509-8136,1-505-437-1696,,1742 Lincoln St,,Fort Worth,TX,39223,CN,,10-31-2019,"November 15, 2023",,,46647.02,
CL-0179,"Moore, Betty",Betty,Moore,,individual,betty.moore@example.com,,(876) 554-9240,+1 569 272 4345,,5998 Lincoln Way,,Charlotte,NC,75357,India,"5998 Lincoln Way, Charlotte, NC 75357",23/11/2022,2023/08/11,suspended,,23151.27,Net 30
CL-0180,SystemsPlus,,,SystemsPlus,,legal@systemsplus.com,,+1 678 877 7408,1-900-776-6391,,646 Washington Blvd,,Los Angeles,CA,35096,JP,"646 Washington Blvd, Los Angeles, CA 35096",15-06-2019,01-04-2023,Active,,16238.8,Net 30
CL-0181,"Phillips, Ruth",Ruth,Phillips,,individual,ruth.phillips@example.com,,(791) 837-9344,+1 225 995 1345,,7737 Main Dr,,Philadelphia,PA,44409,US,"7737 Main Dr, Philadelphia, PA 44409",20 October 2019,N/A,inactive,,10635.21,15 days
CL-0182,"Moore, Deborah",Deborah,Moore,,person,deborah.moore@example.com,,258-567-7870,389 754 5494,(881) 875-9871,3833 Park Way,,Columbus,OH,48690,France,,05-27-2018,,Active,,36197.97,Net 30
CL-0183,"Reyes, Michelle",Michelle,Reyes,,individual,,,321.383.1675,(783) 638-6901,698 751 9622,9441 Lincoln Dr,,Phoenix,AZ,31466,AU,"9441 Lincoln Dr, Phoenix, AZ 31466",21-12-2019,2024/01/20,ACTIVE,Legacy client record,43511.65,30 days
CL-0184,"Green, Elizabeth",Elizabeth,Green,,individual,elizabeth.green@example.com,,753-445-7721,,,3475 First Blvd,Suite 437,Dallas,TX,97211,Deutschland,,03-06-2020,16 January 2024,Active,,38940.61,
CL-0185,Chemical Corp,,,Chemical Corp,corporation,legal@chemicalcorp.com,,749.291.2084,434 412 2463,,4926 Second Ave,Suite 876,Louisville,KY,78531,US,,09/01/2021,,inactive,,,
CL-0186,"Rivera, Deborah",Deborah,Rivera,,individual,deborah.rivera@example.com,,(537) 779-3848,817 826 4198,,1801 Oak St,Suite 411,San Diego,CA,17873,GB,"1801 Oak St, San Diego, CA 17873","November 26, 2020",,inactive,Legacy client record,8627.57,COD
CL-0187,Pharmaceuticals Inc,,,Pharmaceuticals Inc,,,,(221) 846-3539,+1 292 670 4625,517 744 8016,804 Washington St,,Philadelphia,PA,76386,United States,,TBD,2024-01-17,inactive,,47243.36,15 days
CL-0188,TechNet Inc,,,TechNet Inc,corporation,legal@technetinc.com,,N/A,+1-481-516-3351,,6094 Lincoln Dr,,Denver,CO,77143,Germany,,20 March 2023,05-31-2024,,Legacy client record,37259.22,30 days
CL-0189,Kenneth Wilson,Kenneth,Wilson,,,kenneth.wilson@example.com,,1-506-548-4147,623-291-9713,,6656 Oak Way,,Los Angeles,CA,92986,Japan,"6656 Oak Way, Los Angeles, CA 92986",04/10/20,2024-06-14,inactive,,,COD
CL-0190,"Phillips, Sharon",Sharon,Phillips,,,sharon.phillips@example.com,,+1-534-725-2305,,611.240.6490,2485 First Blvd,,Las Vegas,NV,43795,US,,04-04-2020,10/16/2023,active,Legacy client record,,Net 30
CL-0191,Kimberly Robinson,Kimberly,Robinson,,,kimberly.robinson@example.com,,922-623-8733,,,6390 Main St,,San Jose,CA,35364,Australia,,07 December 2020,,,Legacy client record,,15 days
CL-0192,SystemsPlus LLC,,,SystemsPlus LLC,corporation,legal@systemsplusllc.com,,+1-748-458-3838,639-675-3159,,1554 First Blvd,,Baltimore,MD,52579,GB,"1554 First Blvd, Baltimore, MD 52579","July 07, 2019",,inactive,,5211.37,30 days
CL-0193,"Evans, Karen",Karen,Evans,,,karen.evans@example.com,,(727) 306-4768,,,6009 Oak Blvd,,Milwaukee,WI,64182,United Kingdom,"6009 Oak Blvd, Milwaukee, WI 64182","September 12, 2021",06/30/23,suspended,,43674.06,COD
CL-0194,TechnoLogic,,,TechnoLogic,corporation,legal@technologic.com,,+1 345 616 4589,1-537-256-1455,+1-237-970-6338,9798 Second Way,,Memphis,TN,65569,CA,,22-01-2022,,,,26635.07,
CL-0195,"Ramirez, Betty",Betty,Ramirez,,person,betty.ramirez@example.com,,764.557.5230,239.373.7627,,5687 First Dr,,San Jose,CA,96632,GB,,04/28/21,2024/12/07,ACTIVE,,13789.1,
CL-0196,"Johnson, Charles",Charles,Johnson,,,,,1-946-521-8446,,,4225 Lincoln Ave,,Louisville,KY,45337,India,,01/23/20,08/24/24,active,,39192.65,30 days
CL-0197,"Perez, Patricia",Patricia,Perez,,person,patricia.perez_at_example.com,,1-610-516-7162,(729) 505-1829,881-219-6162,1606 Main Way,,Albuquerque,NM,94539,GB,"1606 Main Way, Albuquerque, NM 94539",2020/01/01,07 March 2023,suspended,,,30 days
CL-0198,"Perez, Susan",Susan,Perez,,individual,susan.perez@example.com,,1-484-711-2765,+1 446 735 3414,,1796 Second St,Suite 141,Oklahoma City,OK,40338,Brazil,"1796 Second St, Oklahoma City, OK 40338",2023-12-27,"November 21, 2023",suspended,,,
CL-0199,TechSolutions Corp,,,TechSolutions Corp,corporation,legal@techsolutionscorp.com,,568 340 7690,359-853-8901,585-650-6691,2087 Washington St,Suite 531,Louisville,KY,57088,Canada,,19/06/23,,inactive,Legacy client record,11522.37,
CL-0200,"Nguyen, Karen",Karen,Nguyen,,person,,,922.764.4310,865-403-8192,,9931 Park Way,Suite 350,Denver,CO,95033,United Kingdom,,01/20/19,,ACTIVE,Legacy client record,33489.63,COD
CL-0201,"Garcia, Kenneth",Kenneth,Garcia,,person,kenneth.garcia@example.com,,863 993 5843,522.418.7021,,3992 Lincoln Ave,,Los Angeles,CA,49231,China,"3992 Lincoln Ave, Los Angeles, CA 49231",08-01-2023,,active,,41947.98,30 days
CL-0202,"Stewart, Michelle",Michelle,Stewart,,person,michelle.stewart@example.com,,(806) 383-7628,+1 826 738 8305,,1872 Second Dr,Suite 217,Las Vegas,NV,35909,China,,09/07/2019,11-05-2024,suspended,Legacy client record,30915.7,
CL-0203,"Davis, Sharon",Sharon,Davis,,person,sharon.davis@example.com,,670 769 9857,307 659 7582,,2983 Oak Dr,,San Antonio,TX,86891,USA,,22-02-2019,,suspended,,6174.63,
CL-0204,"Jackson, Charles",Charles,Jackson,,,charles.jackson@example.com,,(310) 332-9232,606.700.6914,1-268-290-3334,7956 Oak St,,Milwaukee,WI,70077,France,,01-12-2020,,suspended,,47386.1,Net 30
CL-0205,"Miller, Sandra",Sandra,Miller,,,sandra.miller@example.com,,+1 835 795 6247,,,5141 Lincoln Way,,Charlotte,NC,45077,France,,"February 26, 2023",,ACTIVE,Legacy client record,30060.07,15 days
CL-0206,TechnoLogic,,,TechnoLogic,company,legal@technologic.com,,643.441.2094,242 450 8470,,9103 Oak Blvd,Suite 993,San Jose,CA,68839,CN,,19 May 2019,,,,33514.74,
CL-0207,"Davis, Joshua",Joshua,Davis,,person,,,252-526-7335,217 223 9704,1-474-817-2333,1257 Washington St,,Jacksonville,FL,57322,CA,,"October 27, 2022",,inactive,Legacy client record,,
CL-0208,TechStream Ltd,,,TechStream Ltd,corporation,legal@techstreamltd.com,,518.602.8047,1-887-584-1568,,2580 First Ave,,Charlotte,NC,96433,AU,,2018/07/23,,Active,,34525.84,15 days
CL-0209,Patricia Wright,Patricia,Wright,,,,,996 702 8330,+1-414-909-4850,,255 Second Way,,Memphis,TN,68184,United Kingdom,"255 Second Way, Memphis, TN 68184",04-13-2022,,suspended,Legacy client record,,COD
CL-0210,SystemCore,,,SystemCore,corporation,legal@systemcore.com,,1-393-845-7512,923-635-5373,,1314 Park Way,Suite 808,Detroit,MI,88708,UK,,01-04-2019,09/20/24,inactive,,4723.86,
CL-0211,"Davis, James",James,Davis,,person,james.davis@example.com,,1-894-407-6877,+1 300 772 7544,,4345 Main Ave,Suite 406,Milwaukee,WI,22255,China,,11/09/2023,,Active,,43525.16,
CL-0212,Sharon Harris,Sharon,Harris,,person,sharon.harris@example.com,,+1 487 923 4231,588.264.7869,,5678 Oak Dr,,San Francisco,CA,97587,IN,,19/09/20,2023/10/25,suspended,,41374.42,
CL-0213,"Young, Michael",Michael,Young,,individual,michael.young@example.com,,+1 901 250 6229,,,5355 First Dr,,Austin,TX,99858,FR,,09-08-2019,,active,,,30 days
CL-0214,"Martinez, Anthony",Anthony,Martinez,,individual,anthony.martinez@example.com,,(626) 981-9370,,,6878 First Ave,Suite 234,Houston,TX,37493,United Kingdom,"6878 First Ave, Houston, TX 37493",09-10-2023,"December 20, 2024",active,Legacy client record,25129.59,15 days
CL-0215,"Parker, Dorothy",Dorothy,Parker,,person,,,903.827.4565,,747 941 3746,9560 Main St,Suite 859,Memphis,TN,83759,CA,"9560 Main St, Memphis, TN 83759",07-18-2022,29/10/2024,inactive,,36466.99,
CL-0216,"Moore, Thomas",Thomas,Moore,,individual,,,+1 922 605 1188,(870) 756-1621,,6231 Washington Dr,,Baltimore,MD,10566,CA,,2021-01-09,,ACTIVE,,17475.63,
CL-0217,Ruth Lewis,Ruth,Lewis,,individual,ruth.lewis@example.com,,+1 443 392 3376,679 899 5569,,5968 Park Way,Suite 608,San Jose,CA,90822,FR,,2021-06-07,,ACTIVE,,17220.27,30 days
CL-0218,"Taylor, Daniel",Daniel,Taylor,,,daniel.taylor@example.com,,1-440-584-1442,1-313-602-7989,,7339 Washington Way,,Fort Worth,TX,56295,JP,"7339 Washington Way, Fort Worth, TX 56295",06-16-2021,08/09/2024,,,35678.68,COD
CL-0219,Biotech Solutions Corp,,,Biotech Solutions Corp,,legal@biotechsolutionscorp.com,,(400) 386-3823,+1 851 642 8245,,6053 First St,,Las Vegas,NV,81798,CN,,07/27/20,"October 14, 2023",ACTIVE,,44039.39,
CL-0220,Edward Morales,Edward,Morales,,individual,edward.morales@example.com,,1-830-877-8787,+1-237-330-5940,,9825 Lincoln Way,,Baltimore,MD,23987,Canada,,01/31/2018,31/01/2023,active,,32112.55,
CL-0221,"Johnson, Linda",Linda,Johnson,,,linda.johnson@example.com,,1-799-547-5134,(433) 488-7929,213.924.1985,5987 Main Ave,Suite 692,Indianapolis,IN,44691,US,"5987 Main Ave, Indianapolis, IN 44691",24/09/2021,23/02/2023,Active,,44376.18,Net 30
CL-0222,TechWorld,,,TechWorld,,legal@techworld.com,,(970) 812-5187,(489) 551-4713,217 967 7389,3377 Washington Dr,,Las Vegas,NV,53058,US,,08-09-2023,,Active,,,
CL-0223,"Scott, Sarah",Sarah,Scott,,person,sarah.scott@example.com,,(748) 644-9481,N/A,,3511 Main Ave,,Oklahoma City,OK,23813,Germany,,05/16/2018,09/02/2024,active,,17148.83,COD
CL-0224,"Anderson, Lisa",Lisa,Anderson,,individual,lisa.anderson@example.com,,+1 328 393 4496,+1-672-565-9250,,8005 Park Blvd,Suite 652,Houston,TX,15436,US,,2018/03/21,2024-12-13,inactive,,4713.95,
CL-0225,"Martinez, Mary",Mary,Martinez,,individual,mary.martinez@example.com,,389-641-7920,+1-273-328-7392,,1694 Washington Blvd,Suite 672,Charlotte,NC,71354,USA,"1694 Washington Blvd, Charlotte, NC 71354",03/04/2023,05/10/2024,inactive,,2886.33,
CL-0226,"Morris, Karen",Karen,Morris,,individual,,,+1-576-477-5025,,,9265 Oak Dr,Suite 903,Chicago,IL,91501,FR,"9265 Oak Dr, Chicago, IL 91501",03/04/20,15-11-2024,,,,
CL-0227,InnovateNow Ltd,,,InnovateNow Ltd,,legal@innovatenowltd.com,,878.278.6819,937.378.3315,1-845-344-3406,7637 First Way,Suite 426,Jacksonville,FL,83259,Canada,"7637 First Way, Jacksonville, FL 83259",11 November 2021,,ACTIVE,Legacy client record,33186.06,
CL-0228,"Collins, Joshua",Joshua,Collins,,individual,joshua.collins@example.com,,+1 650 599 6044,981 994 8946,,4306 Oak Ave,,Oklahoma City,OK,10296,IN,"4306 Oak Ave, Oklahoma City, OK 10296",05-17-2019,31-03-2023,ACTIVE,,37827.16,30 days
CL-0229,Nancy Edwards,Nancy,Edwards,,person,nancy.edwards@example.com,,+1-586-467-5329,(236) 422-5710,,1937 Main Way,,Nashville,TN,81857,IN,,"August 22, 2020",01 September 2023,ACTIVE,Legacy client record,48123.07,Net 30
CL-0230,"Nguyen, Jennifer",Jennifer,Nguyen,,individual,jennifer.nguyen@example.com,,743-924-4030,+1 327 901 6125,,8279 Park Way,,New York,NY,23586,FR,,30-05-2022,,suspended,,6128.83,COD
CL-0231,DataTech,,,DataTech,,legal@datatech.com,,1-750-751-3822,672.476.4469,,4317 First Dr,,Houston,TX,24968,GB,,10/07/22,02/09/2024,suspended,,34144.21,
CL-0232,"Garcia, George",George,Garcia,,,george.garcia@example.com,,417-748-1884,681-969-6873,,8179 Park Dr,Suite 485,Washington,DC,45206,India,"8179 Park Dr, Washington, DC 45206",13-03-2019,2023/06/28,inactive,Legacy client record,,
CL-0233,TechSolutions,,,TechSolutions,corporation,legal@techsolutions.com,,249 546 5007,+1-977-628-5741,,4353 Park Blvd,,El Paso,TX,68218,China,,24/11/2020,05 November 2024,Active,,33997.53,COD
CL-0234,SystemTech,,,SystemTech,corporation,legal@systemtech.com,,652.326.5934,,,7949 First Way,,Baltimore,MD,40335,Australia,,01/06/18,28-07-2024,ACTIVE,,,
CL-0235,InfoSys Inc,,,InfoSys Inc,,legal@infosysinc.com,,723.762.1516,,,6009 Second Way,Suite 501,Chicago,IL,41700,FR,,07/12/20,,,,5787.49,Net 30
CL-0236,InnovaTech,,,InnovaTech,company,legal@innovatech.com,,824.280.6577,,,7341 Oak Ave,,Portland,OR,14282,AU,"7341 Oak Ave, Portland, OR 14282",02-01-2019,11/08/23,active,,43473.32,
CL-0237,TechVision Ltd,,,TechVision Ltd,,legal@techvisionltd.com,,(544) 919-8047,718 947 2360,,8273 Second Dr,,Albuquerque,NM,12213,US,,"October 11, 2023",18/10/2023,suspended,,36387.78,
CL-0238,"Ramirez, Elizabeth",Elizabeth,Ramirez,,individual,elizabeth.ramirez@example.com,,476-672-5704,819-899-5678,,3717 Oak Blvd,,San Diego,CA,70449,Brazil,,"August 14, 2021",05 November 2024,ACTIVE,,,
CL-0239,SystemFlow Ltd,,,SystemFlow Ltd,company,,,262.750.1241,,,9984 Park Blvd,,El Paso,TX,54970,DE,,2023-10-25,,inactive,,34481.04,Net 30
CL-0240,"Morales, Dorothy",Dorothy,Morales,,,dorothy.morales@example.com,,911-499-8430,,,6009 Washington Way,,Philadelphia,PA,32246,USA,,06/28/20,24 May 2024,ACTIVE,,23211.02,
